title,sentiment,prediction
BlackRock Is Not Ruining the U.S. Housing Market: The real villain isn’t a faceless Wall Street Goliath; it’s your neighbors and local governments stopping the construction of new units.,neutral,1
WalkMe's Platform Is Built To Help CIOs Drive Digital Transformation,neutral,1
Commentary: The Real Reason for Income Inequality? The Fed,neutral,1
Brazil Set for Biggest Rate Hike Since 2003 as Economy Reopens,positive,0
Investors need to pay attention to the capital cycle,neutral,2
Republican McConnell says he will probably support Powell's Fed nomination,positive,0
Why Arby's is testing meat products that look like big carrots,neutral,1
"""Crypto Wash Trading"" - from Cornell University, claiming that over 70% of the volume in the top 29 crypto exchanges is completely fraudulent wash trading",neutral,1
McKinsey suffers from collective self-delusion,negative,2
"The average size of a new mortgage just set a record, as home prices continue to climb",positive,0
China to be ‘stabilizer’ of global economy in 2022,positive,1
Yelp is Screwing Over Restaurants By Quietly - Replacing Their Phone Numbers: The phone numbers add tracking before connecting to a restaurant so that Grubhub can bill for a marketing fee.,neutral,2
Amazon to stop accepting UK Visa credit cards from January,negative,0
Top tax rate on capital gains could reach highest level since '70s,positive,0
Pandora papers: biggest ever leak of offshore data exposes financial secrets of rich and powerful.,negative,0
Netflix Sheds $24 Billion in Value in Six Days After Growth Miss,negative,1
On-Time Rent Payments Sag amid Massive Spike in Rents,negative,1
"PwC tells 40,000 US staff they can work remotely permanently",neutral,0
Trump Orders U.S. Businesses to Find Alternative to China ...,positive,1
How economists helped Big Oil obstruct climate action for decades,neutral,1
Repo Meltdown Shows Budget Deficit Has Limits,negative,1
"Venezuela Records One of the Most Prolonged Hyperinflations in History - Inflation in Venezuela hit 65.2% in August, according to a report released by the National Assembly a few days ago",negative,0
Rescued China Lender Suspends Payments on Dollar Securities,negative,0
Here Are Hundreds More Artists Whose Tapes Were Destroyed in the UMG Fire,neutral,0
"The Big Corporate Rescue and the America Thatâ€™s Too Small to Save - Girish Patel doubts his small, 20-year-old shop will survive the pandemic economy. aerospace company TransDigm has sustained eye-popping profits thanks to steep layoffs and raised over a billion with help from the U.S. government.",negative,2
"Onward and Upward: Annual US Home Price Appreciation in 2020 Outpaced 2019 Levels by 50%, CoreLogic Reports",positive,1
China Moves To Restrict Financing For Russian Commodities,negative,0
Wow Air Collapse Decimates Icelandâ€™s Economy,negative,1
HIRING HEADACHES: Austin's stretched labor market poised to get even tighter,negative,0
Capitalism Saved Sweden,neutral,0
Federal Reserve Cuts Interest Rates by One Quarter Point,negative,1
"Russia's richest man, Alexei Mordashov, transferred control of a $1.1 billion stake in a mining company to his wife, filing shows",neutral,0
Netflix to move $100 million in cash into Black community banks,neutral,2
Burberry makes an unexpected commitment to environmental sustainability,positive,0
Poverty Declined In 2020 Due To Government Aid,negative,1
Trump Says a Recession Isn’t Possible Because Everyone Is Rich,negative,2
"Jeep Maker Splits With Economists, Seeing Inflation Clearly",negative,1
"Hidden wine cave, $110 million parking bill: Energy collapse wasn’t only thing that sank Chesapeake",neutral,1
"So long, pandemic pricing. Rents are skyrocketing",negative,0
"The World Economy Just Can’t Escape Its Low-Growth, Low-Inflation Rut",negative,1
Herman Cain expected to withdraw from Fed Reserve Board of Governors consideration,neutral,0
Netflix (NFLX) Stock Plunges as US Customers Fall on Price Hike,negative,1
Bad credit card debt is on the rise,negative,0
"Over half of UK women lack investment experience, according to a recent survey",neutral,0
"College Students Are Hungry and Homeless—and Not Getting Enough Help | With no federal assistance in sight, colleges are scrambling to fill the void with food pantries and vouchers. But the patchwork approach only goes so far.",neutral,1
Chinese developer misses bond payment as stress spreads beyond Evergrande crisis,negative,0
Fed Adds $56.72 Billion to Markets for Calm Start to 2020,neutral,0
SEC Charges Quant Analyst in Multimillion Dollar Front-Running Scheme,neutral,0
Macroeconomic Effects of the $1.9 Trillion Biden COVID Relief Plan — Penn Wharton Budget Model,neutral,0
OECD to end Russia accession process over invasion of Ukraine.,negative,1
Putin Is Temporarily Banning Foreigners From Pulling Money Out of Russia,negative,1
JPMorganâ€™s Small Business Loans Instead Went to Its Biggest Customers,neutral,0
Homebuilder confidence index takes biggest one-month dive in its history as coronavirus slams economy,negative,1
President Trump says he supports a bailout for Boeing,positive,0
Norway Wealth Fund Dumps Oil Stocks Amid $10 Billion Loss,negative,1
"In first months since passage of St. Paul’s rent-control ordinance, housing construction is way down | MinnPost",negative,2
Trump's Trade wars has sparked another one: S.Korea vs Japan,positive,2
Leveraged Loan Market Sees Second Pulled Deal in Two Days,positive,1
"To Combat Recession, the Fed Should Stop Paying Interest on Bank Reserves…Now",neutral,0
Why this 1990s McDonalds burger showed promise of being a wild success — but flopped |The McDonald's Arch Deluxe is one of the most infamous product failures in history,negative,1
How The Resignation of Italy’s Prime Minister Threatens the European Union and The Global Economy,negative,1
"U.S. Senator Manchin opposes $2,000 direct checks amid COVID-19",negative,2
Frontier and Spirit to merge creating 5th largest airline in U.S.,positive,0
A Handful of Billionaires Received Stimulus Checks During Pandemic,positive,0
Can Amazon And Comcast Really Eat Rokuâ€™s Lunch?,neutral,1
"A new Gallup study released Thursday sheds new light on worker-manager relationships, finding that about 50% of the 7,200 adults surveyed left a job â€œto get away from their manager.â€",negative,0
U.S. Consumer Confidence Rose to Three-Month-High in February,positive,2
USDA adds additional products to massive Tyson Foods recall,neutral,2
Berkeley ends more than 100-year-old single-family zoning policy,negative,1
U.S. Postal Service moves ahead with plan to spend billions on gas vehicles,positive,1
"Store closures accelerate and may top 12,000 in 2019. Here's what's closed so far this year",negative,1
Meet the Kidd Who Goes Toe to Toe With Warren Buffett,neutral,0
Dow's 9-week winning streak is the longest in nearly 24 years,neutral,0
Affirm shares pop after striking buy-now-pay-later deal with Amazon,positive,0
"WeWork wants to strip away power held by Adam and Rebekah Neumann, the husband and wife cofounders, to get its IPO back on track",neutral,1
India lifted 271 million people out of poverty in 10 years: UN,positive,1
"Bloomberg: Bidenomics Risks Inflation Push With Spend-Now, Pay-Later Draft",neutral,0
"Profile of Lordstown, OH, where GM shut down a Cruze plant in March",negative,0
"U.S. jobless claims show surprise gain, well above expectations",positive,1
America's CFOs are bracing for a 2020 recession,negative,1
Trump suggests September trade talks with China may not take place,negative,0
Why Workers Are Quitting,negative,1
More Americans are taking jobs without employer benefits like health care or paid vacation,negative,1
The father of the yield curve indicator says now is the time to prepare for a recession,neutral,0
Global Economy Hit by Record Collapse of Business Activity,negative,1
Appsflyer Jumps from $1M Annual Turnover to $130M,positive,0
"Michael Burry: Bitcoin Will Be Destroyed, Inflation Breaks Out, Countries Need To Maintain Their Currencies",negative,0
"Cambodia: Victims Allege Sihanoukville Precincts With Ties to Major Businesses Are Sites of Scams, Torture, Detention",negative,0
"Homebuilder confidence in November shatters record high, as buyers keep fleeing for the suburbs",negative,1
"About 13m US children are living below the poverty line, rights group reveals",neutral,1
"Divorce Destroys Finances of Americans Over 50, Studies Show",negative,1
"Russia, Belarus squarely in 'default territory' on billions in debt - World Bank",negative,0
Amazon is asking third-party sellers to stop shipping most goods to its warehouses,negative,1
Pelosi says proposal to take debt ceiling authority away from Congress 'has merit',negative,2
"The Wheels Come Off: As Economic Growth Craters, NY Fed Suspends Its GDP Tracking Model",negative,0
"U.S. Tech Companies Sidestep a Trump Ban, to Keep Selling to Huawei",positive,1
Day Trading Has Replaced Sports Betting as America’s Pastime. It Can’t Support the Stock Market Forever.,negative,1
Here's where the S&amp;P 500 may head next after bouncing nearly 50% off March lows,positive,1
Hipgnosis aims to raise £150m to buy more of ‘most influential songs of all time’,positive,1
Why Are Prices So High? Blame Supply Chain â€“ And Thatâ€™s The Reason Inflation Is Here To Stay,neutral,0
The big mystery in the GDP report — where did the inventories come from?,neutral,0
Saudi officials consider delaying Aramco IPO after attacks,negative,0
Review: A deep new history of Tesla takes the shine off Elon Musk,neutral,1
The Radical Lucrative and Controversial Company Hiding in S. Schwarzman's Pocket,neutral,1
Nike will stop selling sneakers at one of America's largest shoe chains,negative,1
China asks WTO for $2.4B in retaliatory sanctions against US,positive,1
"Corporate Profits Are Down, But Wages Are Up: As a share of GDP, companies are bringing in less while workers take home more.",negative,1
Chicago monument companies feeling impact of global supply chain issues,negative,1
"Autoworkers vote overwhelmingly for strike at Ford, GM, and Chrysler plants.",negative,1
"Column: Chipotle says it raised prices to cover hourly wage hike, doesn't mention execs' huge COVID-19 bonuses",positive,0
CNN Business: The trillion dollar coin idea is back as a wacky way to prevent financial Armageddon,neutral,0
Trade War Fears: Investors Are Worried The U.S. And China May Not Find Deal By Friday,negative,0
