title,prediction,sentiment
Farmers Say Trump’s $28 Billion Bailout Isn't a Solution,positive,positive
Negative Mortgages Set Another Milestone in a No-Rate World,negative,neutral
White House Weighs Limits on U.S. Portfolio Flows Into China,positive,positive
"Don’t let ‘blockbuster’ job numbers fool you, Canada is one rung away from recession",positive,positive
"The ""Too Big to Fail"" are getting Bigger",positive,positive
Foxconn is ready to move Apple's iPhone production outside of China,negative,neutral
Chinese Imports Destroyed More Factory Jobs Than Robots,positive,positive
Hong Kong emigration to Britain could mean $36 billion capital outflow,positive,positive
China Orders Five Airlines to Halt Some Flights on Virus Cases - BNN Bloomberg,positive,positive
"Top execs from Netflix, Disney, Salesforce and more call on Congress to provide $1 trillion in coronavirus relief to local governments",neutral,neutral
BlackRock Is Not Ruining the U.S. Housing Market: The real villain isn’t a faceless Wall Street Goliath; it’s your neighbors and local governments stopping the construction of new units.,negative,negative
WalkMe's Platform Is Built To Help CIOs Drive Digital Transformation,negative,negative
Commentary: The Real Reason for Income Inequality? The Fed,negative,negative
Brazil Set for Biggest Rate Hike Since 2003 as Economy Reopens,neutral,neutral
Investors need to pay attention to the capital cycle,negative,negative
Republican McConnell says he will probably support Powell's Fed nomination,negative,neutral
Why Arby's is testing meat products that look like big carrots,negative,negative
"""Crypto Wash Trading"" - from Cornell University, claiming that over 70% of the volume in the top 29 crypto exchanges is completely fraudulent wash trading",negative,negative
McKinsey suffers from collective self-delusion,positive,positive
"The average size of a new mortgage just set a record, as home prices continue to climb",neutral,neutral
China to be ‘stabilizer’ of global economy in 2022,negative,neutral
Yelp is Screwing Over Restaurants By Quietly - Replacing Their Phone Numbers: The phone numbers add tracking before connecting to a restaurant so that Grubhub can bill for a marketing fee.,negative,negative
Amazon to stop accepting UK Visa credit cards from January,positive,positive
Top tax rate on capital gains could reach highest level since '70s,neutral,neutral
Pandora papers: biggest ever leak of offshore data exposes financial secrets of rich and powerful.,positive,positive
Netflix Sheds $24 Billion in Value in Six Days After Growth Miss,positive,positive
On-Time Rent Payments Sag amid Massive Spike in Rents,positive,positive
"PwC tells 40,000 US staff they can work remotely permanently",negative,negative
Trump Orders U.S. Businesses to Find Alternative to China ...,negative,neutral
How economists helped Big Oil obstruct climate action for decades,negative,negative
Repo Meltdown Shows Budget Deficit Has Limits,positive,positive
"Venezuela Records One of the Most Prolonged Hyperinflations in History - Inflation in Venezuela hit 65.2% in August, according to a report released by the National Assembly a few days ago",positive,positive
Rescued China Lender Suspends Payments on Dollar Securities,positive,positive
Here Are Hundreds More Artists Whose Tapes Were Destroyed in the UMG Fire,negative,negative
"The Big Corporate Rescue and the America Thatâ€™s Too Small to Save - Girish Patel doubts his small, 20-year-old shop will survive the pandemic economy. aerospace company TransDigm has sustained eye-popping profits thanks to steep layoffs and raised over a billion with help from the U.S. government.",positive,positive
"Onward and Upward: Annual US Home Price Appreciation in 2020 Outpaced 2019 Levels by 50%, CoreLogic Reports",neutral,neutral
China Moves To Restrict Financing For Russian Commodities,positive,positive
Wow Air Collapse Decimates Icelandâ€™s Economy,positive,positive
HIRING HEADACHES: Austin's stretched labor market poised to get even tighter,positive,positive
Capitalism Saved Sweden,negative,negative
Federal Reserve Cuts Interest Rates by One Quarter Point,positive,positive
"Russia's richest man, Alexei Mordashov, transferred control of a $1.1 billion stake in a mining company to his wife, filing shows",negative,negative
Netflix to move $100 million in cash into Black community banks,negative,negative
Burberry makes an unexpected commitment to environmental sustainability,negative,neutral
Poverty Declined In 2020 Due To Government Aid,positive,positive
Trump Says a Recession Isn’t Possible Because Everyone Is Rich,positive,positive
"Jeep Maker Splits With Economists, Seeing Inflation Clearly",positive,positive
"Hidden wine cave, $110 million parking bill: Energy collapse wasn’t only thing that sank Chesapeake",negative,negative
"So long, pandemic pricing. Rents are skyrocketing",positive,positive
"The World Economy Just Can’t Escape Its Low-Growth, Low-Inflation Rut",positive,positive
Herman Cain expected to withdraw from Fed Reserve Board of Governors consideration,negative,negative
Netflix (NFLX) Stock Plunges as US Customers Fall on Price Hike,positive,positive
Bad credit card debt is on the rise,positive,positive
"Over half of UK women lack investment experience, according to a recent survey",negative,negative
"College Students Are Hungry and Homeless—and Not Getting Enough Help | With no federal assistance in sight, colleges are scrambling to fill the void with food pantries and vouchers. But the patchwork approach only goes so far.",negative,negative
Chinese developer misses bond payment as stress spreads beyond Evergrande crisis,positive,positive
Fed Adds $56.72 Billion to Markets for Calm Start to 2020,negative,negative
SEC Charges Quant Analyst in Multimillion Dollar Front-Running Scheme,negative,negative
Macroeconomic Effects of the $1.9 Trillion Biden COVID Relief Plan — Penn Wharton Budget Model,negative,negative
OECD to end Russia accession process over invasion of Ukraine.,positive,positive
Putin Is Temporarily Banning Foreigners From Pulling Money Out of Russia,positive,positive
JPMorganâ€™s Small Business Loans Instead Went to Its Biggest Customers,negative,negative
Homebuilder confidence index takes biggest one-month dive in its history as coronavirus slams economy,positive,positive
President Trump says he supports a bailout for Boeing,neutral,neutral
Norway Wealth Fund Dumps Oil Stocks Amid $10 Billion Loss,positive,positive
"In first months since passage of St. Paul’s rent-control ordinance, housing construction is way down | MinnPost",positive,positive
Trump's Trade wars has sparked another one: S.Korea vs Japan,negative,neutral
Leveraged Loan Market Sees Second Pulled Deal in Two Days,negative,neutral
"To Combat Recession, the Fed Should Stop Paying Interest on Bank Reserves…Now",negative,negative
Why this 1990s McDonalds burger showed promise of being a wild success — but flopped |The McDonald's Arch Deluxe is one of the most infamous product failures in history,positive,positive
How The Resignation of Italy’s Prime Minister Threatens the European Union and The Global Economy,positive,positive
"U.S. Senator Manchin opposes $2,000 direct checks amid COVID-19",positive,positive
Frontier and Spirit to merge creating 5th largest airline in U.S.,neutral,neutral
A Handful of Billionaires Received Stimulus Checks During Pandemic,neutral,neutral
Can Amazon And Comcast Really Eat Rokuâ€™s Lunch?,negative,negative
"A new Gallup study released Thursday sheds new light on worker-manager relationships, finding that about 50% of the 7,200 adults surveyed left a job â€œto get away from their manager.â€",positive,positive
U.S. Consumer Confidence Rose to Three-Month-High in February,neutral,neutral
USDA adds additional products to massive Tyson Foods recall,negative,negative
Berkeley ends more than 100-year-old single-family zoning policy,positive,positive
U.S. Postal Service moves ahead with plan to spend billions on gas vehicles,negative,neutral
"Store closures accelerate and may top 12,000 in 2019. Here's what's closed so far this year",negative,positive
Meet the Kidd Who Goes Toe to Toe With Warren Buffett,negative,negative
Dow's 9-week winning streak is the longest in nearly 24 years,negative,negative
Affirm shares pop after striking buy-now-pay-later deal with Amazon,neutral,neutral
"WeWork wants to strip away power held by Adam and Rebekah Neumann, the husband and wife cofounders, to get its IPO back on track",negative,negative
India lifted 271 million people out of poverty in 10 years: UN,neutral,neutral
"Bloomberg: Bidenomics Risks Inflation Push With Spend-Now, Pay-Later Draft",negative,negative
"Profile of Lordstown, OH, where GM shut down a Cruze plant in March",positive,positive
